,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
71,222,41,260845,1998-11-11,OH,100/300,2000,1055,0,441992,FEMALE,MD,armed-forces,cross-fit,not-in-family,37800,-50300,2015-02-08,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,6751 Pine Ridge,7,1,NO,0,2,NO,61290,6810,6810,47670,Honda,Civic,1995,Y,Middle Aged,Long-Term Client,18.5,19517.5,-41772.5
72,199,41,657045,1995-12-04,OH,250/500,1000,895,0,452597,FEMALE,Associate,sales,paintball,husband,0,0,2015-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10,1,NO,1,2,NO,30100,3010,0,27090,Chevrolet,Malibu,1999,N,Middle Aged,Long-Term Client,16.583333333333332,14842.083333333332,-15257.916666666668
73,215,37,761189,2002-12-28,IN,100/300,500,1632,0,614417,FEMALE,College,transport-moving,golf,not-in-family,0,-42900,2015-02-23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120,9520,4760,42840,Mercedes,C300,2002,N,Middle Aged,Long-Term Client,17.916666666666668,29240.0,-27880.0
74,192,40,175177,2004-04-15,IL,100/300,1000,1405,0,472895,FEMALE,Associate,sales,yachting,wife,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18,3,YES,1,0,YES,42930,9540,4770,28620,BMW,X6,2005,N,Middle Aged,Long-Term Client,16.0,22480.0,-20450.0
75,120,35,116700,2001-02-02,OH,100/300,1000,1425,0,475847,FEMALE,High School,transport-moving,bungie-jumping,other-relative,78300,0,2015-01-15,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,5053 Tree Drive,22,3,NO,2,0,NO,51210,11380,5690,34140,Ford,Fusion,2010,N,Middle Aged,Established Client,10.0,14250.0,-36960.0
76,270,45,166264,2010-01-12,OH,500/1000,1000,1038,0,476978,FEMALE,College,handlers-cleaners,golf,husband,0,-19700,2015-01-14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18,3,NO,1,1,YES,89400,14900,7450,67050,Suburu,Legacy,1998,N,Middle Aged,Long-Term Client,22.5,23355.0,-66045.0
77,319,47,527945,1992-04-14,IN,250/500,500,1307,0,600648,MALE,College,transport-moving,dancing,not-in-family,0,0,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22,3,NO,0,2,?,59730,10860,10860,38010,Audi,A3,2005,N,Middle Aged,Long-Term Client,26.583333333333332,34744.41666666667,-24985.58333333333
78,194,39,627540,2010-05-21,OH,500/1000,1000,1489,6000000,608335,FEMALE,JD,other-service,kayaking,wife,0,-45000,2015-01-24,Vehicle Theft,?,Minor Damage,None,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060,1240,1240,5580,Saab,95,2004,N,Middle Aged,Long-Term Client,16.166666666666668,24072.166666666664,16012.166666666664
79,227,38,279422,2013-10-27,OH,500/1000,500,976,0,471600,FEMALE,PhD,handlers-cleaners,polo,unmarried,0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16,1,?,1,2,?,72200,14440,7220,50540,BMW,M5,2013,Y,Middle Aged,Long-Term Client,18.916666666666668,18462.666666666664,-53737.333333333336
80,137,31,484200,1994-10-12,OH,250/500,2000,1340,0,441175,MALE,High School,exec-managerial,paintball,husband,52700,-40600,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,NO,1,2,NO,50800,10160,10160,30480,Accura,MDX,2005,N,Middle Aged,Established Client,11.416666666666666,15298.333333333334,-35501.666666666664
81,244,38,645258,1997-07-04,OH,500/1000,2000,1267,5000000,603123,FEMALE,Masters,exec-managerial,video-games,wife,0,0,2015-01-03,Vehicle Theft,?,Trivial Damage,None,NC,Northbrook,7098 Lincoln Hwy,10,1,?,2,1,?,6600,660,1320,4620,Accura,TL,2005,N,Middle Aged,Long-Term Client,20.333333333333332,25762.333333333332,19162.333333333332
82,78,29,694662,2011-02-15,IL,250/500,1000,1234,6000000,457767,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,2015-01-29,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,5124 Maple St,3,1,YES,2,2,NO,7500,750,1500,5250,Nissan,Maxima,2002,N,Young Adult,Established Client,6.5,8021.0,521.0
83,200,35,960680,1994-08-21,IN,250/500,2000,1318,0,618498,MALE,High School,exec-managerial,video-games,wife,57300,-80600,2015-01-19,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,2333 Maple Lane,13,1,NO,0,3,YES,6490,1180,1180,4130,Volkswagen,Jetta,2002,N,Middle Aged,Long-Term Client,16.666666666666668,21966.666666666664,15476.666666666664
84,284,48,498140,1997-05-15,IN,500/1000,2000,769,0,605486,MALE,Masters,prof-specialty,movies,not-in-family,0,-44200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16,2,?,2,3,NO,60940,5540,11080,44320,Audi,A3,2013,Y,Middle Aged,Long-Term Client,23.666666666666668,18199.666666666664,-42740.333333333336
85,275,41,498875,1996-10-26,OH,100/300,2000,1514,0,617970,MALE,High School,transport-moving,board-games,own-child,35700,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,YES,0,1,?,58300,5830,11660,40810,Suburu,Legacy,2007,N,Middle Aged,Long-Term Client,22.916666666666668,34695.833333333336,-23604.166666666664
86,153,34,798177,2006-03-04,IL,500/1000,1000,873,4000000,432934,FEMALE,Associate,priv-house-serv,yachting,husband,800,0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,NO,2,1,?,68400,11400,11400,45600,Ford,F150,2007,N,Middle Aged,Long-Term Client,12.75,11130.75,-57269.25
87,134,32,614763,1991-01-02,IL,500/1000,500,1612,0,456762,FEMALE,MD,other-service,yachting,own-child,36400,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,?,2,1,YES,64240,11680,11680,40880,BMW,3 Series,2015,N,Middle Aged,Established Client,11.166666666666666,18000.666666666668,-46239.33333333333
88,31,36,679370,1999-08-15,IL,500/1000,2000,1318,9000000,601748,FEMALE,College,prof-specialty,kayaking,not-in-family,0,-78600,2015-01-30,Parked Car,?,Trivial Damage,None,WV,Arlington,5540 Sky St,9,1,NO,0,1,YES,4700,940,470,3290,Dodge,Neon,2002,N,Middle Aged,Established Client,2.5833333333333335,3404.833333333333,-1295.166666666667
89,41,25,958857,1992-01-15,IN,100/300,1000,1226,0,607763,FEMALE,College,exec-managerial,exercise,not-in-family,0,-56100,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12,3,YES,2,0,?,45120,0,5640,39480,Accura,MDX,2011,Y,Young Adult,Established Client,3.4166666666666665,4188.833333333334,-40931.166666666664
90,127,29,686816,1999-12-07,OH,250/500,2000,1326,5000000,436973,FEMALE,High School,sales,board-games,own-child,0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12,2,YES,1,1,?,66950,10300,10300,46350,Saab,93,1995,N,Young Adult,Established Client,10.583333333333334,14033.5,-52916.5
91,61,23,127754,1993-06-06,IL,250/500,2000,1136,4000000,471300,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,NO,0,3,?,98340,8940,17880,71520,Honda,Accord,2004,Y,Young Adult,Established Client,5.083333333333333,5774.666666666667,-92565.33333333333
92,207,42,918629,2000-10-03,IL,250/500,2000,1322,0,453277,MALE,PhD,farming-fishing,yachting,own-child,55200,0,2015-02-28,Parked Car,?,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,5900,590,590,4720,BMW,X5,2007,N,Middle Aged,Long-Term Client,17.25,22804.5,16904.5
93,219,43,731450,2010-12-29,IN,100/300,1000,1483,0,465100,FEMALE,MD,exec-managerial,exercise,not-in-family,90700,-20800,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,NO,1,1,?,70680,5890,11780,53010,Ford,Fusion,2009,N,Middle Aged,Long-Term Client,18.25,27064.75,-43615.25
94,271,42,307447,1990-03-17,IL,100/300,500,1515,0,603248,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,93720,17040,8520,68160,Mercedes,ML350,2005,N,Middle Aged,Long-Term Client,22.583333333333332,34213.75,-59506.25
95,80,25,992145,2012-03-01,IL,100/300,2000,1075,5000000,601112,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,2015-02-21,Vehicle Theft,?,Minor Damage,None,OH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,6930,1260,630,5040,Toyota,Highlander,2001,N,Young Adult,Established Client,6.666666666666667,7166.666666666666,236.66666666666606
96,325,47,900628,2006-02-05,IN,500/1000,1000,1690,0,438830,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930,6630,6630,59670,Dodge,RAM,2006,Y,Middle Aged,Long-Term Client,27.083333333333332,45770.833333333336,-27159.166666666664
97,29,25,235220,2014-11-01,IL,250/500,2000,1352,0,464959,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013,Y,Young Adult,Established Client,2.4166666666666665,3267.3333333333335,-61622.666666666664
98,295,48,740019,2009-06-17,OH,250/500,1000,1148,0,439787,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,2015-02-22,Parked Car,?,Trivial Damage,None,WV,Columbus,3998 Flute St,6,1,?,1,2,YES,5400,900,900,3600,Saab,95,1999,N,Middle Aged,Long-Term Client,24.583333333333332,28221.666666666668,22821.666666666668
99,239,42,246882,1999-09-20,IL,100/300,1000,969,0,464839,MALE,College,exec-managerial,reading,not-in-family,0,0,2015-01-26,Vehicle Theft,?,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,?,5600,700,700,4200,Audi,A3,2007,N,Middle Aged,Long-Term Client,19.916666666666668,19299.25,13699.25
100,269,41,797613,1990-10-19,IN,100/300,500,1463,0,448984,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,?,79300,15860,15860,47580,Saab,92x,2007,N,Middle Aged,Long-Term Client,22.416666666666668,32795.583333333336,-46504.416666666664
101,80,27,193442,1996-08-05,IL,100/300,1000,1474,0,440327,FEMALE,College,tech-support,exercise,unmarried,0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,N,Young Adult,Established Client,6.666666666666667,9826.666666666666,-42973.333333333336
102,279,41,389238,2001-06-06,IL,250/500,500,1497,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,?,2,3,NO,28800,0,3600,25200,Ford,Fusion,2013,N,Middle Aged,Long-Term Client,23.25,34805.25,6005.25
103,165,33,760179,2007-03-25,OH,100/300,1000,1427,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,2015-02-15,Parked Car,?,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,N,Middle Aged,Long-Term Client,13.75,19621.25,16651.25
104,350,54,939905,2013-10-31,OH,500/1000,500,1495,0,609374,MALE,College,other-service,basketball,wife,50500,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,3,NO,0,0,?,93480,15580,7790,70110,Chevrolet,Malibu,2014,N,Middle Aged,Long-Term Client,29.166666666666668,43604.166666666664,-49875.833333333336
105,295,49,872814,1992-06-13,IL,100/300,500,1141,0,451672,MALE,College,prof-specialty,kayaking,husband,34300,-24300,2015-01-01,Vehicle Theft,?,Minor Damage,None,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002,N,Middle Aged,Long-Term Client,24.583333333333332,28049.583333333332,23729.583333333332
106,464,61,632627,1990-10-07,OH,500/1000,1000,1125,0,604450,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,?,0,2,YES,79800,6650,19950,53200,Saab,95,2000,Y,Elderly,Long-Term Client,38.666666666666664,43500.0,-36300.0
107,118,28,283414,1991-12-28,IN,500/1000,2000,1207,0,432896,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,NO,1,0,?,74200,7420,14840,51940,Volkswagen,Passat,1997,N,Young Adult,Established Client,9.833333333333334,11868.833333333332,-62331.16666666667
108,298,47,163161,1998-11-11,IL,500/1000,2000,1338,0,618929,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,?,0,0,?,52767,10860,10860,48870,Saab,93,2000,Y,Middle Aged,Long-Term Client,24.833333333333332,33227.0,-19540.0
109,87,31,853360,2009-06-26,IN,500/1000,1000,1074,0,451312,FEMALE,Masters,sales,chess,husband,0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006,Y,Middle Aged,Established Client,7.25,7786.5,-53153.5
110,261,42,776860,2009-01-11,OH,250/500,500,1337,0,605141,FEMALE,College,prof-specialty,video-games,unmarried,0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,?,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010,N,Middle Aged,Long-Term Client,21.75,29079.75,-45620.25
111,453,60,149367,2003-03-18,IN,100/300,500,1298,6000000,459504,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,?,70000,14000,7000,49000,Ford,F150,2015,Y,Elderly,Long-Term Client,37.75,48999.5,-21000.5
112,210,41,395269,2012-11-02,IL,500/1000,500,1222,0,432781,MALE,High School,exec-managerial,polo,other-relative,0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,,Columbus,1454 5th Ridge,12,3,?,2,0,NO,81070,14740,14740,51590,BMW,X5,2001,N,Middle Aged,Long-Term Client,17.5,21385.0,-59685.0
113,168,32,981123,2000-05-04,IN,100/300,1000,1059,0,452748,MALE,MD,protective-serv,camping,own-child,0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,?,1,1,?,57720,14430,9620,33670,Saab,93,2007,N,Middle Aged,Long-Term Client,14.0,14826.0,-42894.0
114,390,51,143626,1999-09-29,OH,250/500,2000,1124,0,618316,MALE,Associate,armed-forces,reading,other-relative,0,0,2015-02-24,Vehicle Theft,?,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001,N,Middle Aged,Long-Term Client,32.5,36530.0,29450.0
115,258,46,648397,1999-03-09,IN,100/300,1000,1110,10000000,455365,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,?,47700,4770,9540,33390,Accura,MDX,1997,Y,Middle Aged,Long-Term Client,21.5,23865.0,-23835.0
116,107,31,154982,1991-02-13,IL,500/1000,2000,1374,0,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002,N,Middle Aged,Established Client,8.916666666666666,12251.5,-39008.5
117,225,41,330591,1993-08-05,OH,500/1000,2000,1103,0,475292,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,?,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011,Y,Middle Aged,Long-Term Client,18.75,20681.25,-49718.75
118,164,38,319232,1997-10-31,IL,250/500,2000,1269,0,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015,N,Middle Aged,Long-Term Client,13.666666666666666,17343.0,-72657.0
119,245,39,531640,2001-04-21,OH,250/500,500,964,8000000,460675,FEMALE,Associate,adm-clerical,camping,husband,58000,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,?,0,1,?,72820,13240,6620,52960,BMW,3 Series,2010,N,Middle Aged,Long-Term Client,20.416666666666668,19681.666666666664,-53138.333333333336
120,255,41,368050,2013-01-08,IL,500/1000,2000,1167,4000000,618123,MALE,High School,priv-house-serv,board-games,other-relative,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,?,69300,13860,13860,41580,Volkswagen,Passat,2000,N,Middle Aged,Long-Term Client,21.25,24798.75,-44501.25
121,206,36,253791,2009-07-23,IL,500/1000,500,1625,4000000,607452,FEMALE,MD,other-service,video-games,other-relative,0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008,Y,Middle Aged,Long-Term Client,17.166666666666668,27895.833333333332,-48664.16666666667
122,203,38,155724,1998-02-20,IL,250/500,500,1394,0,606352,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,?,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999,Y,Middle Aged,Long-Term Client,16.916666666666668,23581.833333333336,-31858.166666666664
123,22,25,824540,2008-03-13,OH,250/500,2000,1053,0,603527,FEMALE,College,prof-specialty,movies,other-relative,51100,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995,N,Young Adult,New Client,1.8333333333333333,1930.5,-75199.5
124,211,35,717392,1996-08-20,IL,100/300,500,1040,0,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,X5,2011,N,Middle Aged,Long-Term Client,17.583333333333332,18286.666666666668,-23713.333333333332
125,206,39,965768,2014-07-27,IN,250/500,1000,1302,6000000,603948,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013,N,Middle Aged,Long-Term Client,17.166666666666668,22351.0,-13949.0
126,166,38,414779,1992-11-09,IL,100/300,2000,1588,0,435758,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,?,40320,5760,5760,28800,Suburu,Impreza,2001,N,Middle Aged,Long-Term Client,13.833333333333334,21967.333333333336,-18352.666666666664
127,165,32,428230,2012-06-04,IN,500/1000,500,1399,0,611586,FEMALE,High School,tech-support,exercise,own-child,70500,0,2015-02-08,Parked Car,?,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,?,2,0,?,3960,330,660,2970,BMW,M5,1998,N,Middle Aged,Long-Term Client,13.75,19236.25,15276.25
128,274,43,517240,2001-05-13,OH,100/300,2000,1352,0,465263,MALE,College,farming-fishing,basketball,wife,40700,-47300,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006,Y,Middle Aged,Long-Term Client,22.833333333333332,30870.666666666668,-32969.33333333333
129,81,28,469874,2011-09-17,IL,250/500,1000,1139,6000000,617858,FEMALE,Masters,sales,sleeping,husband,42400,0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,?,1,2,?,44730,4970,4970,34790,Saab,92x,2000,Y,Young Adult,Established Client,6.75,7688.25,-37041.75
130,280,45,718428,2011-07-15,IN,250/500,1000,1397,0,607889,MALE,JD,machine-op-inspct,camping,wife,57900,0,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999,N,Middle Aged,Long-Term Client,23.333333333333332,32596.666666666668,-52123.33333333333
131,194,39,620215,2005-07-27,IN,250/500,500,823,0,455689,MALE,Masters,adm-clerical,paintball,own-child,0,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,?,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012,N,Middle Aged,Long-Term Client,16.166666666666668,13305.166666666666,-48194.833333333336
